,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,final c data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ddmin,,,,,,,,,"probdd, shuffle",,,,,,,,probdd,,,,,,,,cdd shuffle,,,,,,,,cdd,,,,,,
,,,,"ddmin, average",,,,,,,,,"probdd, shuffle, average",,,,,,,,"probdd, average",,,,,,,,"cdd, shuffle, average",,,,,,,,"cdd, average",,,,
,,,time/s,size,# iteration,# test,time/h,time/format,,,,time/s,size,# iteration,# test,time/h,time/format,,,time/s,size,# iteration,# test,time/h,time/format,,,time/s,size,# iteration,# test,time/h,time/format,,,time/s,size,# iteration,# test,time/h,time/format
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2024.11.30，final table，no timeout，recompute p-value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,all benchmarks put together,,,,,,,,,,,,,random vs no random,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Benchmark,Original size (#),Final size (#),,,Execution time (s),,,Query number,,,,,Final size (#),,,,Execution time (s),,,,Query number,,,,,,,,,,,,,,,,,,
,,,,ddmin,ProbDD,CDD,ddmin,ProbDD,CDD,ddmin,ProbDD,CDD,,,ProbDD-random,ProbDD,,,ProbDD-random,ProbDD,,,ProbDD-random,ProbDD,,,,,,,,,,,,,,,,,
,\cBenchmarkNameShort,\llvm-22382,"9,987",350,353.2,350,1917,1163.2,1005.4,11388,5973.4,5262,,,353.2,367,,,1163.2,883.5,,,5973.4,5461,,,,,,,,,,,,,,,,,
,,\llvm-22704,"184,444",786,763.8,745,27924,12418,11371.4,52412,15424.6,14025,,,763.8,788,,,12418,10364.5,,,15424.6,15973,,,,,,,,,,,,,,,,,
,,\llvm-23309,"33,310",1316,1338,1265,17618.8,9990.6,10827.8,55968,19194.6,17953,,,1338,1270,,,9990.6,10694.5,,,19194.6,17638,,,,,,,,,,,,,,,,,
,,\llvm-23353,"30,196",321,336,324,3116.8,1874.2,1399.6,11719,5756.8,4492,,,336,324,,,1874.2,1127.25,,,5756.8,4199,,,,,,,,,,,,,,,,,
,,\llvm-25900,"78,960",941,932.4,937,7258,3682.8,3103.8,35740,12552.6,12817,,,932.4,921,,,3682.8,3276.5,,,12552.6,15026,,,,,,,,,,,,,,,,,
,,\llvm-26760,"209,577",520,503,498,13123,5875.8,5210.4,30063,9260.6,9792,,,503,498,,,5875.8,4818.5,,,9260.6,9530,,,,,,,,,,,,,,,,,
,,\llvm-27137,"174,538",972,1040.2,966,63971,22207.6,23153.8,122516,22292.4,20460,,,1040.2,919,,,22207.6,21214.5,,,22292.4,19886,,,,,,,,,,,,,,,,,
,,\llvm-27747,"173,840",431,463.2,510,6544.6,4238.4,2932.2,20000,8192.6,5992,,,463.2,509,,,4238.4,2472,,,8192.6,5862,,,,,,,,,,,,,,,,,
,,\llvm-31259,"48,799",1033,965.2,1035,13814.6,7496.6,8205.2,35135,10775.6,13445,,,965.2,1035,,,7496.6,8200,,,10775.6,13210,,,,,,,,,,,,,,,,,
,,\gcc-59903,"57,581",1185,845.4,743,9067.2,4879,3587,47698,15724.8,13844,,,845.4,1206,,,4879,3278.25,,,15724.8,15396,,,,,,,,,,,,,,,,,
,,\gcc-60116,"75,224",1615,1627.8,1617,44287.4,27201.6,27195.2,80059,27268.4,23204,,,1627.8,1772,,,27201.6,40627.25,,,27268.4,34430,,,,,,,,,,,,,,,,,
,,\gcc-61383,"32,449",959,965.8,974,12579.4,6514.2,6566,43716,13593.4,14149,,,965.8,955,,,6514.2,6112.75,,,13593.4,13712,,,,,,,,,,,,,,,,,
,,\gcc-61917,"85,359",882,907.8,884,6740.4,3590.8,2952.8,31414,12908,14194,,,907.8,923,,,3590.8,2749.5,,,12908,12037,,,,,,,,,,,,,,,,,
,,\gcc-64990,"148,931",744,876.4,681,21633.4,11890,11118.8,44521,16074,12112,,,876.4,709,,,11890,10454.5,,,16074,11965,,,,,,,,,,,,,,,,,
,,\gcc-65383,"43,942",706,701.2,709,5132.4,3542.6,3358.4,25051,8591.2,9686,,,701.2,700,,,3542.6,3107.5,,,8591.2,9309,,,,,,,,,,,,,,,,,
,,\gcc-66186,"47,481",1012,980.8,1001,14279.6,7236,12478.2,47253,12741,19094,,,980.8,1008,,,7236,8345,,,12741,13025,,,,,,,,,,,,,,,,,
,,\gcc-66375,"65,488",1128,1140.6,1204,23575.8,14182,23228.6,47339,15690.4,16469,,,1140.6,1202,,,14182,23181.5,,,15690.4,16120,,,,,,,,,,,,,,,,,
,,\gcc-70127,"154,816",934,973.4,930,36390.4,23924.6,24142.6,54925,15387.6,15219,,,973.4,931,,,23924.6,23663.75,,,15387.6,14805,,,,,,,,,,,,,,,,,
,,\gcc-70586,"212,259",1583,1560.6,1572,28858.6,13519.4,15818.4,102603,24716.4,30715,,,1560.6,1585,,,13519.4,14717,,,24716.4,26726,,,,,,,,,,,,,,,,,
,,\gcc-71626,"4,397",184,184,184,119.4,114.2,98.8,1608,1156.4,1220,,,184,184,,,114.2,110.25,,,1156.4,1196,,,,,,,,,,,,,,,,,
,\debloatBenchmarkNameShort,bzip2-1.0.5,"70,530",20710,20747,20756,137463,105782,92058.4,54034,23240.4,19846,,,20747,20830,,,105782,105924,,,23240.4,25533.2,,,,,,,,,,,,,,,,,
,,chown-8.2,"43,869",9087.2,9302.8,9310.2,38902.4,25616.2,7625,50487.4,8277.6,8207.6,,,9302.8,9086,,,25616.2,29007.8,,,8277.6,7005.8,,,,,,,,,,,,,,,,,
,,date-8.21,"53,442",20604,20738,21120,115292.4,16486,15378.2,139934,14235.4,13927.6,,,20738,20665.6,,,16486,16538,,,14235.4,14679.2,,,,,,,,,,,,,,,,,
,,grep-2.19,"127,681",28723.4,28627,28989.6,97821.4,85694.4,93551.6,277130.4,42245.8,37607,,,28627,28805.6,,,85694.4,59070.8,,,42245.8,40444.8,,,,,,,,,,,,,,,,,
,,gzip-1.2.4,"45,929",17065.2,17068.2,17077,73402.6,55519.6,75913.2,147034.6,27569,61031.6,,,17068.2,17060.2,,,55519.6,62352.4,,,27569,26861.6,,,,,,,,,,,,,,,,,
,,mkdir-5.2.1,"34,801",8625,8782.2,8418,3227.2,2428.4,1877,11969,2835.6,2099,,,8782.2,8418,,,2428.4,1987.8,,,2835.6,2203,,,,,,,,,,,,,,,,,
,,rm-8.4,"44,459",8507,8466.8,8461,12087.2,5007.6,5109,33171.4,5096.6,5056.6,,,8466.8,8482,,,5007.6,5685.2,,,5096.6,5368,,,,,,,,,,,,,,,,,
,,sort-8.16,"88,068",14892.8,14843,15834.2,60631.2,61738.8,21948.4,119150.2,18711.2,7913.6,,,14843,14852.2,,,61738.8,41519.4,,,18711.2,14559,,,,,,,,,,,,,,,,,
,,tar-1.14,"163,296",20411.4,20712.6,20592.2,115234.4,95765.4,77910.4,200394.2,14384,12095,,,20712.6,20510.4,,,95765.4,83470.4,,,14384,12673.6,,,,,,,,,,,,,,,,,
,,uniq-8.16,"63,861",14350,14262,14354,21671.6,23177.4,19124.4,25886,4228,3669,,,14262,14354,,,23177.4,24419.8,,,4228,4531.6,,,,,,,,,,,,,,,,,
,\xmlBenchmarkNameShort,xml-071d221-1,"20,090",10,14.8,20,72.5,114.4,144,29,49.8,69,,,14.8,17,,,114.4,123.8,,,49.8,48,,,,,,,,,,,,,,,,,
,,xml-071d221-2,"20,387",13,14.4,20,155,146.2,242.6,60,68.6,117,,,14.4,13,,,146.2,157.6,,,68.6,75,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-1,"20,327",38,49.2,24,490.5,521.6,284.4,235,235.8,115,,,49.2,24,,,521.6,239.4,,,235.8,94,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-2,"20,222",79,77.8,76,1391,814.4,867,725,390.4,384,,,77.8,76,,,814.4,842.8,,,390.4,385,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-3,"20,219",69,69.6,72,1312.5,892.8,889.4,619,415.6,404,,,69.6,72,,,892.8,849.2,,,415.6,397,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-4,"19,985",156,139.2,143,3911,1939.4,2521.2,1943,935.4,1173,,,139.2,136,,,1939.4,1941.2,,,935.4,910,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-5,"20,579",81,73.2,75,1354.5,929.2,882,746,485.2,428,,,73.2,72,,,929.2,1022.6,,,485.2,510,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-6,"19,880",127,125.8,124,3562.5,1851.8,1548.2,1907,964.4,749,,,125.8,124,,,1851.8,1913,,,964.4,956,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-7,"20,297",111,114,111,3419,1684.2,2330,1757,826.6,931,,,114,111,,,1684.2,1691.4,,,826.6,759,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-8,"20,327",100,107.2,100,2861.5,1635.6,1446.4,1451,750.6,592,,,107.2,107,,,1635.6,1439.4,,,750.6,624,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-9,"20,330",128,73,128,2849.5,1229.6,2494,1437,560.6,832,,,73,128,,,1229.6,1930,,,560.6,818,,,,,,,,,,,,,,,,,
,,xml-2d4ec80-1,"20,129",76,71.8,76,569.5,522,791,384,304,354,,,71.8,69,,,522,422,,,304,234,,,,,,,,,,,,,,,,,
,,xml-327c8af-1,"20,207",55,55,55,863.5,624.6,957.8,527,319.4,392,,,55,55,,,624.6,581.6,,,319.4,301,,,,,,,,,,,,,,,,,
,,xml-3398ac2-1,"20,414",45,43.6,48,344.5,382.8,605.2,225,191.6,268,,,43.6,38,,,382.8,277.8,,,191.6,151,,,,,,,,,,,,,,,,,
,,xml-3398ac2-2,"19,290",48,48,48,613,491.6,578.4,358,255.4,238,,,48,48,,,491.6,457.6,,,255.4,233,,,,,,,,,,,,,,,,,
,,xml-3398ac2-3,"20,222",62,62,62,632,574.2,763.8,347,276.4,306,,,62,62,,,574.2,466.2,,,276.4,208,,,,,,,,,,,,,,,,,
,,xml-3398ac2-4,"19,913",111,111.6,111,1418.5,1197,1722,802,584,680,,,111.6,125,,,1197,1264.6,,,584,605,,,,,,,,,,,,,,,,,
,,xml-3398ac2-5,"20,477",44,38,44,849.5,530.8,633.4,507,268.8,261,,,38,41,,,530.8,628.4,,,268.8,312,,,,,,,,,,,,,,,,,
,,xml-4c99b96-1,"20,513",80,77.6,80,1427,1125.6,1385.2,699,451.8,438,,,77.6,74,,,1125.6,1313.2,,,451.8,446,,,,,,,,,,,,,,,,,
,,xml-4c99b96-10,"20,522",46,46.6,46,1011.5,760,872.8,443,298.8,256,,,46.6,46,,,760,888.8,,,298.8,291,,,,,,,,,,,,,,,,,
,,xml-4c99b96-11,"19,901",53,53.6,53,867.5,660.8,791.2,357,252.2,236,,,53.6,53,,,660.8,823.8,,,252.2,250,,,,,,,,,,,,,,,,,
,,xml-4c99b96-12,"19,775",102,103.8,102,2429,1592,2421.6,1077,626,773,,,103.8,102,,,1592,2116.6,,,626,646,,,,,,,,,,,,,,,,,
,,xml-4c99b96-13,"20,114",60,60.6,60,1131.5,870.2,989,494,334.8,309,,,60.6,60,,,870.2,987.6,,,334.8,304,,,,,,,,,,,,,,,,,
,,xml-4c99b96-14,"19,970",102,102.6,102,2147,1687.4,1534,987,600.2,504,,,102.6,102,,,1687.4,2000.8,,,600.2,616,,,,,,,,,,,,,,,,,
,,xml-4c99b96-15,"20,138",46,46,46,843,788.4,729.4,381,296.6,244,,,46,46,,,788.4,707.6,,,296.6,226,,,,,,,,,,,,,,,,,
,,xml-4c99b96-16,"20,126",67,67.6,70,1366,1188.6,1124.6,658,414.4,409,,,67.6,74,,,1188.6,1385.4,,,414.4,436,,,,,,,,,,,,,,,,,
,,xml-4c99b96-17,"20,210",67,67.6,70,1360,1309.6,1120,658,414.4,409,,,67.6,74,,,1309.6,1402,,,414.4,436,,,,,,,,,,,,,,,,,
,,xml-4c99b96-18,"20,390",28,28,25,723.5,491.6,410.2,324,164.2,137,,,28,25,,,491.6,485,,,164.2,135,,,,,,,,,,,,,,,,,
,,xml-4c99b96-19,"20,192",81,82.2,81,1729,1797.8,1894.8,793,539.6,710,,,82.2,81,,,1797.8,1642.6,,,539.6,520,,,,,,,,,,,,,,,,,
,,xml-4c99b96-2,"20,750",53,53.6,53,878,1017.2,912,362,280.6,318,,,53.6,53,,,1017.2,794.4,,,280.6,240,,,,,,,,,,,,,,,,,
,,xml-4c99b96-3,"20,015",67,68.2,67,1101.5,1253.8,900,483,357.2,337,,,68.2,67,,,1253.8,979.2,,,357.2,292,,,,,,,,,,,,,,,,,
,,xml-4c99b96-4,"20,201",67,67,67,1096.5,1238.4,859.6,482,365.4,328,,,67,67,,,1238.4,958,,,365.4,299,,,,,,,,,,,,,,,,,
,,xml-4c99b96-5,"20,279",63,62.4,60,1169.5,1154.8,1029.2,515,347,364,,,62.4,60,,,1154.8,901,,,347,278,,,,,,,,,,,,,,,,,
,,xml-4c99b96-6,"19,973",81,82.2,87,1258,1338,1056.2,511,380.8,441,,,82.2,81,,,1338,1153.8,,,380.8,355,,,,,,,,,,,,,,,,,
,,xml-4c99b96-7,"19,973",115,115,115,3398.5,2559.6,1534.6,1485,811,676,,,115,115,,,2559.6,1980.8,,,811,701,,,,,,,,,,,,,,,,,
,,xml-4c99b96-8,"20,579",42,41.4,42,925.5,810.2,687.2,422,254.4,323,,,41.4,39,,,810.2,686.4,,,254.4,232,,,,,,,,,,,,,,,,,
,,xml-4c99b96-9,"20,075",53,53,53,884,939.6,650.4,368,277.6,265,,,53,53,,,939.6,771.8,,,277.6,251,,,,,,,,,,,,,,,,,
,,xml-8ede045-1,"20,192",48,60.6,69,1152,1232.4,1137,499,389,487,,,60.6,69,,,1232.4,1101.6,,,389,376,,,,,,,,,,,,,,,,,
,,xml-8ede045-2,"20,177",17,21.8,34,316,334.8,359.6,132,106.8,164,,,21.8,24,,,334.8,334.8,,,106.8,107,,,,,,,,,,,,,,,,,
,,xml-8ede045-3,"20,393",31,31,31,476,431.2,312.8,199,133.6,134,,,31,31,,,431.2,383.6,,,133.6,129,,,,,,,,,,,,,,,,,
,,xml-8ede045-4,"20,123",31,25.4,31,577.5,472.4,434.6,250,150.6,181,,,25.4,31,,,472.4,474,,,150.6,164,,,,,,,,,,,,,,,,,
,,xml-8ede045-5,"20,051",17,19.8,17,184.5,245.6,203.8,61,72,80,,,19.8,17,,,245.6,160,,,72,48,,,,,,,,,,,,,,,,,
,,xml-8ede045-6,"20,636",73,79.8,76,1364.5,1479,1544.8,552,468.6,700,,,79.8,66,,,1479,1169,,,468.6,392,,,,,,,,,,,,,,,,,
,,xml-8ede045-7,"20,054",106,106.4,106,2850.5,1686.4,1236.6,1447,614.4,634,,,106.4,106,,,1686.4,1510,,,614.4,632,,,,,,,,,,,,,,,,,
,,xml-8ede045-8,"20,177",76,77.8,76,1396.5,1326.8,1059.8,597,449.4,475,,,77.8,76,,,1326.8,1096.4,,,449.4,370,,,,,,,,,,,,,,,,,
,,xml-f053486-1,"20,030",10,10,10,101,133.6,76.4,31,41.4,28,,,10,17,,,133.6,271,,,41.4,88,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Geomean,235,236,,,"2,189","2,069",,,"1,309","1,238",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,p-value,0.8751715155,,,,0.3915265376,,,,0.6308664543,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"all benchmarks put together, and mean values for each suites computed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Benchmark,Original size (\#),Final size (\#),,,Execution time (s),,,Query number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ddmin,ProbDD,CDD,ddmin,ProbDD,CDD,ddmin,ProbDD,CDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,\cBenchmarkNameShort,\llvm-22382,"9,987",350,353,350,"1,917","1,163","1,005","11,388","5,973","5,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-22704,"184,444",786,764,745,"27,924","12,418","11,371","52,412","15,425","14,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-23309,"33,310","1,316","1,338","1,265","17,619","9,991","10,828","55,968","19,195","17,953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-23353,"30,196",321,336,324,"3,117","1,874","1,400","11,719","5,757","4,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-25900,"78,960",941,932,937,"7,258","3,683","3,104","35,740","12,553","12,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-26760,"209,577",520,503,498,"13,123","5,876","5,210","30,063","9,261","9,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-27137,"174,538",972,"1,040",966,"63,971","22,208","23,154","122,516","22,292","20,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-27747,"173,840",431,463,510,"6,545","4,238","2,932","20,000","8,193","5,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-31259,"48,799","1,033",965,"1,035","13,815","7,497","8,205","35,135","10,776","13,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-59903,"57,581","1,185",845,743,"9,067","4,879","3,587","47,698","15,725","13,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-60116,"75,224","1,615","1,628","1,617","44,287","27,202","27,195","80,059","27,268","23,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-61383,"32,449",959,966,974,"12,579","6,514","6,566","43,716","13,593","14,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-61917,"85,359",882,908,884,"6,740","3,591","2,953","31,414","12,908","14,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-64990,"148,931",744,876,681,"21,633","11,890","11,119","44,521","16,074","12,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-65383,"43,942",706,701,709,"5,132","3,543","3,358","25,051","8,591","9,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-66186,"47,481","1,012",981,"1,001","14,280","7,236","12,478","47,253","12,741","19,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-66375,"65,488","1,128","1,141","1,204","23,576","14,182","23,229","47,339","15,690","16,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-70127,"154,816",934,973,930,"36,390","23,925","24,143","54,925","15,388","15,219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-70586,"212,259","1,583","1,561","1,572","28,859","13,519","15,818","102,603","24,716","30,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-71626,"4,397",184,184,184,119,114,99,"1,608","1,156","1,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mean,"64,599",777,775,760,"10,486","5,828","5,676","34,013","11,652","11,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,\debloatBenchmarkNameShort,bzip2-1.0.5,"70,530","20,710","20,747","20,756","137,463","105,782","92,058","54,034","23,240","19,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,chown-8.2,"43,869","9,087","9,303","9,310","38,902","25,616","7,625","50,487","8,278","8,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,date-8.21,"53,442","20,604","20,738","21,120","115,292","16,486","15,378","139,934","14,235","13,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,grep-2.19,"127,681","28,723","28,627","28,990","97,821","85,694","93,552","277,130","42,246","37,607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,gzip-1.2.4,"45,929","17,065","17,068","17,077","73,403","55,520","75,913","147,035","27,569","61,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,mkdir-5.2.1,"34,801","8,625","8,782","8,418","3,227","2,428","1,877","11,969","2,836","2,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,rm-8.4,"44,459","8,507","8,467","8,461","12,087","5,008","5,109","33,171","5,097","5,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sort-8.16,"88,068","14,893","14,843","15,834","60,631","61,739","21,948","119,150","18,711","7,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tar-1.14,"163,296","20,411","20,713","20,592","115,234","95,765","77,910","200,394","14,384","12,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,uniq-8.16,"63,861","14,350","14,262","14,354","21,672","23,177","19,124","25,886","4,228","3,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mean,"65,151","15,080","15,152","15,235","43,827","28,505","21,782","72,140","11,803","10,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,\xmlBenchmarkNameShort,xml-071d221-1,"20,090",10,15,20,73,114,144,29,50,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-071d221-2,"20,387",13,14,20,155,146,243,60,69,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-1,"20,327",38,49,24,491,522,284,235,236,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-2,"20,222",79,78,76,"1,391",814,867,725,390,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-3,"20,219",69,70,72,"1,313",893,889,619,416,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-4,"19,985",156,139,143,"3,911","1,939","2,521","1,943",935,"1,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-5,"20,579",81,73,75,"1,355",929,882,746,485,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-6,"19,880",127,126,124,"3,563","1,852","1,548","1,907",964,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-7,"20,297",111,114,111,"3,419","1,684","2,330","1,757",827,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-8,"20,327",100,107,100,"2,862","1,636","1,446","1,451",751,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-1e9bc83-9,"20,330",128,73,128,"2,850","1,230","2,494","1,437",561,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-2d4ec80-1,"20,129",76,72,76,570,522,791,384,304,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-327c8af-1,"20,207",55,55,55,864,625,958,527,319,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-3398ac2-1,"20,414",45,44,48,345,383,605,225,192,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-3398ac2-2,"19,290",48,48,48,613,492,578,358,255,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-3398ac2-3,"20,222",62,62,62,632,574,764,347,276,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-3398ac2-4,"19,913",111,112,111,"1,419","1,197","1,722",802,584,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-3398ac2-5,"20,477",44,38,44,850,531,633,507,269,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-1,"20,513",80,78,80,"1,427","1,126","1,385",699,452,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-10,"20,522",46,47,46,"1,012",760,873,443,299,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-11,"19,901",53,54,53,868,661,791,357,252,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-12,"19,775",102,104,102,"2,429","1,592","2,422","1,077",626,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
